steps	episodes	elapsed	mean	median	stdev	max	min	length_mean	length_median	length_stdev	length_max	length_min	intero_error_mean	blue_eaten	red_eaten	average_value	average_entropy	average_value_loss	average_policy_loss	average_kl_loss	n_updates	explained_variance
93000000	834	209456.0076584816	-32.752412814240586	-15.335992273029987	55.01845292164859	-13.187404867396605	-189.28137911232494	54556.7	60000.0	17213.22598759454	60000.0	5567.0	0.11053673754461808	6.6	9.7	-0.029054418	-7.491832	0.0007371530463569797	-0.007532898462377488	0.007535904282703996	55800	0.8724662929791299
96000000	834	214783.99250531197	-28.706153602991886	-15.25924173702974	42.861387575113895	-13.730454003323494	-150.6564861171732	54570.1	60000.0	17170.851466948283	60000.0	5701.0	0.10331732143708776	8.5	7.8	-0.045162305	-7.499124	0.0004565344567527063	-0.006893553272384452	0.008130477904342116	57600	0.9023425500569012
99000000	834	220358.14683055878	-14.739217411496025	-14.641718056392655	1.2089615552432502	-12.573192353272601	-16.39768704107015	60000.0	60000.0	0.0	60000.0	60000.0	0.03664539877025157	0.0	0.0	-0.036737822	-7.4950514	0.0011111665872158482	-0.007544743615335392	0.009005926223471761	59400	0.8538288075112928
102000000	834	226058.14616703987	-47.591017620069536	-14.495747165893361	71.24146351489937	-12.641971035370265	-199.3862679943349	49221.0	60000.0	22724.475835539088	60000.0	5838.0	0.1819052179045404	17.0	13.3	-0.0005808568	-7.5349703	0.0005923229519976303	-0.008150765041355043	0.007750246780924499	61200	0.8815534767613983
105000000	834	231910.7229540348	-14.843839920743637	-14.966515372677337	1.4358534940180263	-11.991417488400868	-16.976413189488742	60000.0	60000.0	0.0	60000.0	60000.0	0.03690609171401604	0.0	0.0	-0.03509226	-7.6562204	0.0009682928828988225	-0.008540453367168084	0.009317734511569142	63000	0.8522965562310945
108000000	834	237792.54341125488	-14.297681845048055	-14.494962852567962	1.3784395022850187	-12.385306882897842	-16.455478829933718	60000.0	60000.0	0.0	60000.0	60000.0	0.03600545554069744	0.0	0.0	-0.038331334	-7.7246923	0.0007305998273659498	-0.008752875960199162	0.008469515540637075	64800	0.8701107007658911
111000000	834	243740.51804947853	-14.619490408206783	-14.811375428893271	1.7330742746195011	-11.612975509050495	-17.20069634064839	60000.0	60000.0	0.0	60000.0	60000.0	0.038154132371862534	0.0	0.0	-0.031313237	-7.673166	0.0005930247699143365	-0.007770214140255121	0.007610518978908658	66600	0.8785005826357843
114000000	834	249548.76803660393	-45.991402945942916	-14.287277495411544	68.45442651977325	-11.51893668047845	-187.82849342608912	49139.8	60000.0	22895.312207232873	60000.0	5691.0	0.17584589143096502	17.9	14.6	-0.03723426	-7.786919	0.0004425562292453833	-0.00763853338205081	0.0067289066407829525	68400	0.9015549786059113
117000000	834	254939.52306342125	-14.370323347788455	-14.460889787625467	1.2413932619459203	-11.827158391103017	-15.77614038846761	60000.0	60000.0	0.0	60000.0	60000.0	0.0373368523548143	0.0	0.0	-0.027066367	-7.7342987	0.0006400370897608809	-0.007537821584846825	0.007020732127130031	70200	0.8747369839375803
120000000	834	260751.9224500656	-48.90730766315574	-14.744395534511956	73.29165567888397	-13.060454261185596	-202.09392563230315	49230.8	60000.0	22703.49385153454	60000.0	6080.0	0.17629861706142042	16.6	15.9	-0.03765177	-7.8176355	0.0004002146489801817	-0.007588718666229397	0.006399148912169039	72000	0.9096028144058664
123000000	834	266474.38570284843	-29.697607998152353	-14.707936858152815	48.05534790169056	-12.108570056092129	-166.40602464856676	54688.8	60000.0	16795.489108686295	60000.0	6888.0	0.10208007724838526	7.8	7.9	-0.040266737	-7.6644316	0.0005544569590711035	-0.00729734731343342	0.006479391017928719	73800	0.8891061944911318
126000000	834	271853.6750679016	-50.810075769327284	-14.844769405477027	77.6956845644732	-10.328044498404957	-205.85135055494072	49246.3	60000.0	22671.25360475488	60000.0	5924.0	0.18050002864910422	17.1	15.1	-0.028202293	-7.8401346	0.000497362517635338	-0.005991338264284423	0.008178255828097463	75600	0.9008504736830374
129000000	834	277144.5808458328	-48.734509386168874	-14.133695056704035	74.23507599402747	-11.743481795995319	-200.42595791470697	49136.7	60000.0	22901.847300794074	60000.0	5681.0	0.18071228177064752	17.0	15.4	-0.034337647	-7.9008527	0.0005515567239490338	-0.006512552274461996	0.004815967921167612	77400	0.8874190777038146
132000000	834	282444.8966398239	-32.353518152165	-14.39030385447348	58.88528850840884	-9.848153689980968	-199.88125439335127	54591.8	60000.0	17102.23004172263	60000.0	5918.0	0.10832264425234758	6.5	8.0	-0.031836253	-7.8348393	0.0006567124559660443	-0.005760712406845414	0.0072199366800487046	79200	0.8766748671396336
135000000	834	287604.33840346336	-49.1764325759794	-14.72171621679302	74.33007697435329	-12.252567180374257	-202.72602037943392	49153.8	60000.0	22865.88586519228	60000.0	5634.0	0.17946998311680293	16.2	12.7	-0.025466511	-7.7105927	0.0004979978853953071	-0.0059773075187695215	0.005253969957120717	81000	0.8902267268462841
138000000	834	292913.2523033619	-31.386535934460387	-13.949275437728385	56.64315555767105	-12.06728193247624	-192.57312208271446	54585.0	60000.0	17123.733529811772	60000.0	5850.0	0.10955973691600326	7.3	7.4	-0.039326407	-7.900669	0.0004931225915788673	-0.004766380639957788	0.005464864610694349	82800	0.901615044518795
141000000	834	298423.2503414154	-63.229371231356545	-14.074632854872789	80.09319034445099	-12.37297949486535	-183.7523712930273	43802.0	60000.0	26081.788929783514	60000.0	5614.0	0.2530901144034844	21.7	26.9	-0.036732394	-7.8795624	0.00042122609534999355	-0.004429499608959304	0.006739627257920802	84600	0.9012286540739063
144000000	834	304066.17098355293	-14.508344961118326	-14.804060452305539	1.084906702517101	-12.004299786700242	-15.588033508998054	60000.0	60000.0	0.0	60000.0	60000.0	0.03686831947335055	0.0	0.0	-0.039429322	-7.9152646	0.0004772683058399707	-0.0041802196481148714	0.0059418890113011	86400	0.8918426507261027
147000000	834	309776.43478512764	-50.32349452364785	-13.777947724325355	77.42604137003521	-12.348386856319244	-206.57442017079038	49239.5	60000.0	22685.971412845527	60000.0	5782.0	0.18039400201657735	14.2	16.2	-0.03378208	-7.9416637	0.0006086216174298897	-0.0034357066934899193	0.004205053786281496	88200	0.8847876164482474
150000000	834	315535.1591053009	-28.825465124809316	-13.241976496101847	49.43053390099362	-12.345899113824307	-169.5005076541465	54562.6	60000.0	17194.568549399548	60000.0	5626.0	0.10993738387621063	7.7	8.6	-0.033914942	-7.9626846	0.00040895046171499414	-0.0025906947871681043	0.004032947041559964	90000	0.9042387558139768
